,rank,date,title,artist1,artist2,peak_pos,wks_chart,b_url,lyrics,g_url
10,12,2012-01-07,Moves Like Jagger,Maroon 5,['Christina Aguilera'],1,27,https://www.billboard.com/charts/hot-100/2012-01-07,"OhOhJust shoot for the starsIf it feels right, then aim for my heartIf you feel likeAnd take me awayAnd make it okayI swear I'll behaveYou wanted control, so we waitedI put on a show, now I'm nakedYou say I'm a kidMy ego is bigI don't give a shitAnd it goes like this, uhTake me by the tongue and I'll know you (Uh)Kiss me 'til you're drunk and I'll show youYou want the moves like JaggerI've got them moves like JaggerI've got them moves like Jagger (Uh)I don't need to try to control you (Uh)Look into my eyes and I'll own youWith them moves like JaggerI've got them moves like JaggerI've got them moves like JaggerMaybe it's hard, when you feel likeYou're broken and scarred, nothing feels rightBut when you're with meI'll make you believeThat I've got the keyOh, so get in the car, we can ride itWherever you want, get inside itAnd you wanna steer, but I'm shifting gearsI'll take it from here (Oh, yeah, yeah)And it goes like this, uh Take me by the tongue and I'll know you (Uh)Kiss me 'til you're drunk and I'll show youYou want the moves like JaggerI've got them moves like JaggerI've got them moves like Jagger (Woo, uh)I don't need to try to control you (Oh yeah)Look into my eyes and I'll own youWith them moves like JaggerI've got them moves like Jagger (Yeah, yeah, yeah)I've got them moves like JaggerUh, you wanna know, how to make me smile?Take control, own me just for the nightAnd if I share my secretYou're gonna have to keep itNobody else can see this (Uh)So watch and learn, I won't show you twiceHead to toe, ooh baby, rub me right, yeahAnd if I share my secretYou're gonna have to keep itNobody else can see thisHey, hey, hey, yeahAnd it goes like this, uh Take me by the tongue and I'll know you (Take me by the tongue)Kiss me till you're drunk and I'll show you (Yeah, yeah)You want the moves like JaggerI've got the moves like JaggerI've got the moves like Jagger (Oh yeah)I don't needa try to control you (Ooh)Look into my eyes and I'll own you (Ooh)With them moves like JaggerI've got them moves like JaggerI've got them moves like Jagger",https://www.genius.com/Maroon-5-Moves-Like-Jagger-lyrics
11,13,2012-01-07,5 O'Clock,T-Pain,"['Wiz Khalifa', 'Lily Allen']",10,13,https://www.billboard.com/charts/hot-100/2012-01-07,"It's 5 o' clock in the morningConversation got boringYou said you'd go in to bed soonSo I snuck off to your bedroomAnd I thought I'd just wait there (Ugh)Until I heard you come up the stairs (Ugh)And I pretended I was sleeping (Ugh)And I was hoping you would— (Ayy)It's 5 o'clock in the morning, and I want yaAnd you want me, don't ya?I can see it, 'cause you've been waiting on meSince I said that I was hitting in the clubThe Sun be coming up on meAnd I know you be getting so horny (Ah, ah, ah, ah)'Cause you be sending me texts-esLike, ""Boy, just get your ass up in that carAnd come get all of this love""(It's 5 o'clock in the morning) You ain't got to remind meShe already said if I don't come on time, she—Might go crazyAnd she'll be waiting on me naked with one of my chains onShe might come and find me (Ah-ah-ah)And then ask me kindly— (Ah-ah-ah)Do I want her to go crazy? We do this every nightAnd then, we always wake up singing the same songIt's 5 o' clock in the morning (Yeah)Conversation got boring (Talk to me, girl)You said you'd go in to bed soon (Let's go)So I snuck off to your bedroom (Come on)And I thought I'd just wait there (Wait on me)Until I heard you come up the stairs (I won't let you stay lonely)And I pretended I was sleeping (All right)And I was hoping you would creep in (Goodnight)It's 5 o' clock in the morningThe conversation got boringYou said you'd go in to bed soonSo I snuck off to your bedroomAnd I thought I'd just wait thereUntil I heard you come up the stairsAnd I pretended I was sleeping (Oh, oh-oh)And I was hoping you would creep inIt's 5 o'clock in the morning, and you callingAnd these females got me stallingI can hear your voice in my head, like""What is he doing?"" (Oh) ""What is he doing?""'Cause I keep checking my cell phone and these missed callsAnd you texting me, like, ""I'ma kill y'allIf you don't get your ass up out of that clubAnd do you know what time it is?""(It's 5 o'clock in the morning) Ooh (Ooh)Well, my bad, girlAnd this Nuvo got me tripping, and I know that you mad, girlBut you ain't got to worry about nothing (Worry 'bout nothing)Girl, I got you (I got you), girl I got youShe might come and find me-ee (Nah-nah-nah)And then ask me kindly-y (Oh, no, no)Do I want her to go crazy? (Crazy) We do this every nightAnd then, we always wake up singing the same song It's 5 o' clock in the morning (Yeah)Conversation got boring (Talk to me, girl)You said you'd go in to bed soon (Let's go)So I snuck off to your bedroom (Come on)And I thought I'd just wait there (Ooh, wait on me)Until I heard you come up the stairs (I won't let you stay lonely)And I pretended I was sleeping (All right)And I was hoping you would creep in (Baby girl, goodnight)It's 5 o' clock in the morningThe conversation got boringYou said you'd go in to bed soonSo I snuck off to your bedroomAnd I thought I'd just wait thereUntil I heard you come up the stairsAnd I pretended I was sleeping (Oh, oh-oh)And I was hoping you would creep inOh-oh, and you ain't got nothing onBut the T-shirt that I left over your house the last time I came and put it on yaToo many thirsty girls up in this club for me to leave here with one of them—that's why I call herAnd you'll be right at home, waiting for meIPhone plugged in the wall, just waiting for meClub closed at 6, left around 4:30Yeah, so by the time I'm at your crib—(It’s 5 o' clock in the morning) And you yawningBut I’ve been drinking all night, and I feel like performingWith you in the bedroom, floor to the dresserDont want nothing less 'cause I’m sure you’re the best, you’re the oneSo I let you—that's how you show me loveAnd when we finished, you like, “Damn, babe, you woke me up” (Whoa, oh)I like you way you put it down, like it's for both of us (Oh, oh)The sun ain't the only thing that's coming up (Oh, yeah) It's 5 o' clock in the morning (Hahahahaha)The conversation got boringYou said you'd go in to bed soonSo I snuck off to your bedroomAnd I thought I'd just wait thereUntil I heard you come up the stairsAnd I pretended I was sleepingAnd I was hoping you would creep inIt's 5 o' clock in the morning",https://www.genius.com/T-Pain-5-OClock-lyrics
12,14,2012-01-07,Without You,David Guetta,['Usher'],4,17,https://www.billboard.com/charts/hot-100/2012-01-07,"I can't win, I can't reignI will never win this gameWithout you, without youI am lost, I am vainI will never be the sameWithout you, without youI won't run, I won't flyI will never make it byWithout you, without youI can't rest, I can't fightAll I need is you and IWithout you, without youOh-oh-ohYou, you, youWithout...You, you, youWithout... youCan't erase, so I'll take blameBut I can't accept that we're estrangedWithout you, without youI can't quit now, this can't be rightI can't take one more sleepless nightWithout you, without youI won't soar, I won't climbIf you're not here, I'm paralyzedWithout you, without youI can't look, I'm so blindI lost my heart, I lost my mindWithout you, without youOh-oh-ohYou, you, youWithout...You, you, youWithout... you I am lost, I am vainI will never be the sameWithout you, without youWithout you",https://www.genius.com/David-Guetta-Without-You-lyrics
13,15,2012-01-07,Headlines,Drake,,13,20,https://www.billboard.com/charts/hot-100/2012-01-07,"I might be too strung out on complimentsOverdosed on confidenceStarted not to give a fuck and stopped fearin' the consequenceDrinkin' every night because we drink to my accomplishmentsFaded way too long, I'm floatin' in and out of consciousnessAnd they sayin' I'm back, I'd agree with thatI just take my time with all this shit, I still believe in thatI had someone tell me I fell off, ooh, I needed thatAnd they want to see me pick back up, well, where'd I leave it at?I know I exaggerated things, now I got it like thatTuck my napkin in my shirt 'cause I'm just mobbin' like thatYou know good and well that you don't want a problem like thatYou gon' make someone around me catch a body like thatNo, don't do it (Ayy), please don't do it (Ayy)'Cause one of us goes in and we all go through it (Ayy)And Drizzy got the money, so Drizzy gon' pay itThose my brothers, I ain't even gotta say itThat's just something they knowThey know, they know, they knowThey know, they know, they knowThey know, they know, they knowYeah, they know, yeahThat the real is on the riseFuck them other guysI even gave 'em a chance to decideNow it's something they knowThey know, they know, they know (Yeah)I be yellin' out, ""Money over everything,"" money on my mindThen she wanna ask when it got so emptyTell her I apologize, happened over timeShe says, ""They miss the old Drake,"" girl, don't tempt me""If they don't get it, they'll be over youThat new shit that you got is overdueYou better do what you supposed to do""I'm like, ""Why I gotta be all that?""But still, I can't deny the fact that it's trueListening to you expressin' all them feelingsSoap-opera rappers, all these niggas sound like all my childrenAnd that's who you thinkin' is 'bout to come and make a killin'?I guess it really is just me, myself, and all my millionsYou know that they ain't even got it like thatYou gon' hype me up and make me catch a body like that'Cause I live for this, it isn't just a hobby like thatWhen they get my shit and play it, I ain't even gotta say it, they know They know, they know, they knowThey know, they know, they knowThey know, they know, they knowYeah, they know, yeahThat the real is on the riseFuck them other guysI even gave 'em a chance to decideNow it's something they knowThey know, they know, they knowI be yellin' out, ""Money over everything,"" money on my mindMind, mind-mindTell 'em I apologize, it happened over timeTime, time-timeThey knowThey know, they know, they knowThey know, they know, they knowThey know, they know, they know (Yeah)",https://www.genius.com/Drake-Headlines-lyrics
14,17,2012-01-07,Work Out,J. Cole,,14,17,https://www.billboard.com/charts/hot-100/2012-01-07,"I want to see you work out for me, work out for meAyy, we've got a good thingDon’t know if I’ma see you againBut is that a good thing?'Cause girl, I can’t be your man, no ma'amI know what's on your brainYou probably hoped it never would endLike, “Is it the real thingOr is it just a one-night stand?”Well thenLet me see you get high, then go lowNow, girl, won't you drop that thing down to the floor?I’m here for one night, how far will you go?I wanna see you (Work out for me, work out for me)High, then go lowNow, girl, won't you drop that thing down to the floor?I’m here for one night, how far will you go?I wanna see you (Work out for me, work out for me)She like them boys with the big ol' chainsRidin' around town in a big ol' RangeI knew her when I rocked big ol' jeansNow the little nigga doin' big ol' thangsWould you look at that? I came back for herJust to give it to ya, like you asked for itMan, that thing in them jeans too fat for herRebounds so I caught her off the backboardI told her: “Baby girl, come hereKnow I run the town even when I ain't from there.”And I brag hardly, but just to show up at this partyI made what yo' nigga make in one yearThat's unfair, but so is life, take a chance, roll the diceMoney can’t buy you love, 'cause it’s overpricedDon’t overthink, just hope it's rightI’m only here for the nightAyy, we've got a good thingDon’t know if I’ma see you againBut is that a good thing?'Cause girl, I can’t be your man, no ma'amI know what's on your brainYou probably hoped it never would endLike, “Is it the real thingOr is it just a one-night stand?”Well then Let me see you get high, then go lowNow, girl, won't you drop that thing down to the floor?I’m here for one night, how far will you go?I wanna see you (Work out for me, work out for me)High, then go lowNow, girl, won't you drop that thing down to the floor?I’m here for one night, how far will you go?I wanna see you (Work out for me, work out for me)Carolina Blue kicks, fresh on the sceneHottest nigga on the blockDamn, girl, you're meanThey be startin' shit, but it’s yo' worldOn my Martin shit: “You go, girl!”She bad and she know itSome niggas save hoes, I’m not that heroicCould you be my escort?'Cause just like them two door FordsDamn, they don’t make 'em like you no moreCole World, real Cole WorldThem boys cool—me, I’m on fireKnow what's on my mindTryna see what's on yours tonight, tonight, tonightMove slow, 'cause you wanna live fastUp late so you'll probably skip classLife is a test so before the night pass, get right, get right Ayy, we've got a good thingDon’t know if I’ma see you againBut is that a good thing?'Cause girl, I can’t be your man, no ma'amI know what's on your brainYou probably hoped it never would endLike, “Is it the real thingOr is it just a one-night stand?”Well then (Cole World)Straight up, now tell meDo you really wanna love me forever? (Oh oh oh)Or is it just a hit-and-run?(Well, hey) Straight up, I tell yaI just really wanna cut when we together (Oh oh oh)Come here, girl, let's get it on!(Work out for me)Straight up, now tell meDo you really wanna love me forever? (Oh oh oh)Or is it just a hit-and-run?Well straight up, I tell yaI just really wanna cut when we together (Oh oh oh)Come here, girl, let's get it on!(Work out for me)",https://www.genius.com/J-Cole-Work-Out-lyrics
15,18,2012-01-07,Red Solo Cup,Toby Keith,,17,9,https://www.billboard.com/charts/hot-100/2012-01-07,"Hey, one, two, threeNow, red Solo cup is the best receptacleFor barbecues, tailgates, fairs, and festivalsAnd you, sir, do not have a pair of testiclesIf you prefer drinking from glassHey, red Solo cup is cheap and disposableAnd in 14 years, they are decomposableAnd unlike my home, they are not foreclosableFreddy Mac can kiss my assWhoo!Red Solo cupI fill you upLet's have a partyLet's have a partyI love you, red Solo cupI lift you upProceed to partyProceed to partyNow, I really love how you're easy to stackBut I really hate how you're easy to crack'Cause when beer runs down in front of my packWell, that, my friends, is quite yuckyBut I have to admit that the ladies get smittenAdmiring at how sharply my first name is writtenOn you with a Sharpie when I get to hittingOn them to help me get luckyRed Solo cupI fill you upLet's have a partyLet's have a partyI love you, red Solo cupI lift you upProceed to partyProceed to partyNow, I've seen you in blue and I've seen you in yellowBut only you, red, will do for this fellow'Cause you are the Abbott to my CostelloAnd you are the Fruit to my Loom (Here we go now)Red Solo cup, you're more than just plasticYou're more than amazing, you're more than fantasticAnd believe me that I am not the least bit sarcasticWhen I look at you and say Red Solo cup, you're not just a cup(No! No! No! God, no! )You're my-you're my (Friend?) friend(Friend, friend, friend,life-long)Thank you for being my friendRed Solo cup(That's what I am talking about)I fill you upLet's have a party(Let's have a party)Let's have a party(Let's have a party)I love you, red Solo cupI lift you upProceed to partyProceed to partyRed Solo cupRed Solo cup(I fill you up, let's have a party)Let's have a party(Let's have a party)Let's have a party(Red Solo cup)Oh red Solo cup(I lift you up)Let's have a partyProceed to party yeah yeah (Solo cup, solo cup, solo cup)(Solo cup, solo cup, solo cup)(Solo cup, solo cup)",https://www.genius.com/Toby-Keith-Red-Solo-Cup-lyrics
16,19,2012-01-07,Mistletoe,Justin Bieber,,11,9,https://www.billboard.com/charts/hot-100/2012-01-07,"It's the most beautiful time of the yearLights fill the streets, spreading so much cheerI should be playing in the winter snowBut I'ma be under the mistletoeI don't wanna miss out on the holidayBut I can't stop staring at your faceI should be playing in the winter snowBut I'ma be under the mistletoe(With you) Shawty, with you(With you) Shawty, with you(With you) Under the mistletoeEveryone's gathering around the fireChestnuts roasting like a hot JulyI should be chilling with my folks, I knowBut I'ma be under the mistletoeWord on the street, Santa's coming tonightReindeer's flying through the sky so highI should be making a list, I knowBut I'ma be under the mistletoe(With you) Shawty, with you(With you) Shawty, with you(With you) Under the mistletoe(With you) Shawty, with you(With you) Shawty, with you(With you) Under the mistletoeAyy love, the wise men followed the starThe way I followed my heartAnd it led me to a miracleAyy love, don't you buy me nothing'Cause I am feeling one thing, your lips on my lipsThat's a merry, merry ChristmasIt's the most beautiful time of the yearLights fill the streets, spreading so much cheerI should be playing in the winter snowBut I'ma be under the mistletoeI don't wanna miss out on the holidayBut I can't stop staring at your faceI should be playing in the winter snowBut I'ma be under the mistletoe (With you) Shawty, with you(With you) Shawty, with you(With you) Under the mistletoe, yeah(With you) Shawty, with you(With you) Shawty, with you(With you) Under the mistletoe (Under the mistletoe)Kiss me underneath the mistletoeShow me, baby, that you love me so-oh-oh, oh, oh, ohKiss me underneath the mistletoeShow me, baby, that you love me so-oh-oh, oh, oh, oh",https://www.genius.com/Justin-Bieber-Mistletoe-lyrics
17,20,2012-01-07,Pumped Up Kicks,Foster The People,,3,35,https://www.billboard.com/charts/hot-100/2012-01-07,"Robert's got a quick handHe'll look around the room, he won't tell you his planHe's got a rolled cigaretteHanging out his mouth, he's a cowboy kidYeah, he found a six-shooter gunIn his dad's closet with a box of fun thingsI don't even know whatBut he's coming for you, yeah, he's coming for you, waitAll the other kids with the pumped up kicksYou better run, better run, outrun my gunAll the other kids with the pumped up kicksYou better run, better run faster than my bulletAll the other kids with the pumped up kicksYou better run, better run, outrun my gunAll the other kids with the pumped up kicksYou better run, better run faster than my bulletDaddy works a long dayHe be coming home late, and he's coming home lateAnd he's bringing me a surprise'Cause dinner's in the kitchen and it's packed in iceI've waited for a long timeYeah, the sleight of my hand is now a quick-pull triggerI reason with my cigaretteAnd say, ""Your hair's on fire, you must've lost your wits,"" yeahAll the other kids with the pumped up kicksYou better run, better run, outrun my gunAll the other kids with the pumped up kicksYou better run, better run faster than my bulletAll the other kids with the pumped up kicksYou better run, better run, outrun my gunAll the other kids with the pumped up kicksYou better run, better run faster than my bulletRun, run, run, runRu-ru-ru-run, run, runRu-ru-ru-ru-run, run, run, runRu-ru-ru-runRun, run, ru-run, run All the other kids with the pumped up kicksYou better run, better run, outrun my gunAll the other kids with the pumped up kicksYou better run, better run faster than my bulletAll the other kids with the pumped up kicksYou better run, better run, outrun my gunAll the other kids with the pumped up kicksYou better run, better run faster than my bulletAll the other kids with the pumped up kicksYou better run, better run, outrun my gunAll the other kids with the pumped up kicksYou better run, better run faster than my bullet",https://www.genius.com/Foster-The-People-Pumped-Up-Kicks-lyrics
18,21,2012-01-07,The Motto,Drake,['Lil Wayne'],18,6,https://www.billboard.com/charts/hot-100/2012-01-07,"I'm the fuckin' man, y'all don't get it, do ya?Type of money, everybody acting like they knew yaGo Uptown, New York City, bitchThem Spanish girls love me like I'm AventuraTell Uncle Luke I'm out in Miami tooClubbin' hard, fuckin' women, there ain't much to doWrist bling, got a condo up on BiscayneStill gettin' brain from a thang, ain't shit changedHow you feel, how you feel, how you feel?Twenty-five, sitting on twenty-five mil', uhI'm in the building and I'm feeling myselfRest in peace Mac Dre, I'ma do it for the Bay, okayGettin' paid, we'll holler whenever that stopMy team good, we don't really need a mascotTell Tune light one, pass it like a relayYMCMB, you niggas more YMCAMe, Franny, and Mally Mall at the crib-oShout goes out to Niko, J, and Chubbs, shout to GibboWe got Santa Margherita by the literShe know even if I'm fucking with her, I don't really need herAww, that's how you feel, man? That's really how you feel?'Cause the pimpin' ice cold, all these bitches wanna chillI mean maybe she won't, then again, maybe she willI can almost guarantee she know the deal, real nigga, what's up?Now she want a photo, you already know, thoughYou only live once, that's the motto, nigga, YOLOAnd we 'bout it every day, every day, every dayLike we sittin' on the bench, nigga, we don't really playEvery day, every day, fuck what anybody sayCan't see 'em 'cause the money in the way, real nigga, what's up?One time, fuck one timeI'm callin' niggas out like the umpireSeven grams in the bluntAlmost drowned in her pussy, so I swam to her buttIt's Eastside, we in this bitchWish a nigga would like a tree in this bitchAnd if a leaf fall, put some weed in that bitchThat's my MO, add a B to that shitI'm fucked up, tore downI'm twisted, doorknobTalk stupid, off with your headNigga, money talks, and Mr. Ed, yeahI'm so Young MoneyGot a drum on the gun, Energizer BunnyFunny how honey ain't sweet like sugarAin't shit sweet, niggas on the street like hookersI tongue-kiss her other tongueSkeet, skeet, skeet, water gunOh my God, Becky, look at her butt, Tunechi Now she want a photo, you already know, though (Yeah)You only live once, that's the motto, nigga, YOLOAnd we 'bout it every day, every day, every dayLike we sittin' on the bench, nigga, we don't really playEvery day, every day, fuck what anybody sayCan't see 'em 'cause the money in the way, real nigga, what's up?Real nigga, what's up?Now she want a photo, you already know, thoughYou only live once, that's the motto, nigga, YOLOAnd we 'bout it every day, every day, every dayLike we sittin' on the bench, nigga, we don't really playEvery day, every day, fuck what anybody sayCan't see 'em 'cause the money in the way, real nigga, what's up?",https://www.genius.com/Drake-The-Motto-lyrics
19,22,2012-01-07,You Da One,Rihanna,,14,7,https://www.billboard.com/charts/hot-100/2012-01-07,"You da one that I dream about all dayYou da one that I think about alwaysYou are the one, so I make sure I'll behaveMy love is your love, your love is my loveBaby, I love youI need you here with me all the timeBaby, we meant to beYou got me smiling all the time'Cause you know how to give me thatYou know how to pull me back when I go runnin', runnin'Tryna get away from loving yaYou know how to love me hardI won't lie, I'm falling hardYep, I'm falling for ya, but there's nothin' wrong with thatYou da one that I dream about all dayYou da one that I think about alwaysYou are the one, so I make sure I'll behaveMy love is your love, your love is my loveYou da one that I dream about all dayYou da one that I think about alwaysYou are the one, so I make sure I'll behaveMy love is your love, your love is mineBaby come, take me nowHold me now, make me come aliveYou got the sweetest touchI'm so happy you came in my life'Cause you know how to give me thatYou know how to pull me back when I go runnin', runnin'Tryna get away from loving yaYou know how to love me hardI won't lie, I'm falling hardYep, I'm falling for ya but there's nothin' wrong with thatYou da one that I dream about all dayYou da one that I think about alwaysYou are the one, so I make sure I'll behaveMy love is your love, your love is my loveYou da one that I dream about all day (You are the one)You da one that I think about alwaysYou are the one, so I make sure I'll behaveMy love is your love, your love is mine And yes, I'm kinda crazyThat's what happens, babyWhen you put it downYou shouldn't give it to me good like thatShouldn't hit it like thatHad me yellin' like thatDidn't know you would've had me coming backYou the one that I'm feelin'You the one that I'm lovin'Ain't no other niggas like youNo, there's just one, one, one, one, one, oneNo, baby, just one, one, one, oneI bet you wanna knowYou da one that I dream about all dayYou da one that I think about alwaysYou are the one, so I make sure I'll behaveMy love is your love, your love is my love (Your love is mine)You da one that I dream about all day (You are the one)You da one that I think about alwaysYou are the one, so I make sure I'll behaveMy love is your love, your love is mine",https://www.genius.com/Rihanna-You-Da-One-lyrics
